Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_G3_79069638.mzML
P05060	P05060				8.03603e+08
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				9.51454e+08
P05090	P05090				3.50939e+09
P05107	P05107				854945
P05121;P05121-2	P05121;P05121-2				1.14193e+06
P05154	P05154				3.31593e+07
P05155;P05155-3	P05155;P05155-2;P05155-3				2.18951e+09
P05156	P05156				4.29234e+07
P05160	P05160				4.58876e+06
P05362	P05362				1.88028e+06
P05408;P05408-2	P05408;P05408-2				3.97447e+08
P05413	P05413				4.99189e+07
P05451	P05451;P48304				2.85649e+06
P05452	P05452				2.00973e+08
P05543	P05543				1.04703e+08
P05546	P05546				2.16837e+08
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				1.76191e+06
P05937	P05937;P05937-2				1.28997e+07
P05997	P05997				2.62684e+06
P06276	P06276				1.59596e+07
P06280	P06280				1.0224e+06
P06307	P06307				5.4401e+07
P06310	P06310				4.28354e+08
P06312	P06312				7.65665e+08
P06331	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				2.28906e+07
P06396	P06396;P06396-2;P06396-3;P06396-4				1.70117e+09
P06396-2	P06396-2				7.31112e+07
P06681	P06681;P06681-2;P06681-3				9.46119e+07
P06702	P06702				1.15795e+06
P06727	P06727				8.20396e+08
P06733	P06733;P06733-2				1.70723e+07
P06744;P06744-2	P06744;P06744-2				8.84782e+06
P06753;P06753-2;P06753-3;P06753-4;P06753-5;P06753-6;P67936;P67936-2	P06753;P07951;P09493;P09493-10;P67936;P07951-2;P09493-5;P06753-2;P06753-3;P09493-2;P09493-3;P09493-4;P09493-6;P09493-7;P09493-8;P09493-9;P06753-4;P06753-5;P06753-6;P07951-3;P67936-2				1.32804e+06
P06865	P06865				4.07753e+07
P07093-2;P07093-3	P07093;P07093-2;P07093-3				2.20702e+07
P07108;P07108-2;P07108-3;P07108-4;P07108-5	P07108;P07108-2;P07108-3;P07108-4;P07108-5;P07108-6				2.38691e+07
P07195	P00338;P07195;P07864;Q6ZMR3;P00338-3;P00338-2;P00338-4;P00338-5				7.22477e+07
P07225	P07225				1.61363e+08
P07237	P07237				5.04625e+06
P07307;P07307-2;P07307-3	P07307;P07307-3;P07307-2				914697
P07311	P07311				2.33227e+06
P07333	P07333;P07333-2				1.48422e+08
P07339	P07339				1.89812e+08
P07357	P07357				4.38804e+07
P07358	P07358				7.60576e+07
P07360	P07360				2.60953e+07
P07437;P68371	P04350;P07437;P68371				1.19688e+06
P07451	P07451				1.32787e+06
P07477	P07477;Q9BYE2;Q9BYE2-2;Q9BYE2-3;Q9BYE2-6				1.73057e+07
P07492;P07492-2;P07492-3	P07492;P07492-2;P07492-3				861405
P07585	P07585				5.68899e+07
P07602;P07602-2;P07602-3	P07602;P07602-2;P07602-3				3.3841e+08
P07686	P07686				1.41656e+07
P07711	P07711;P07711-3				2.87403e+07
P07737	P07737				6.6952e+06
P07858	P07858				8.84705e+07
P07900;P07900-2	P07900;P08238;P07900-2				2.48705e+06
P07942	P07942				7.96511e+06
P07996	P07996;P07996-2				4.47097e+06
P07998	P07998				2.11288e+07
P08123	P08123				5.20561e+07
P08133;P08133-2	P08133;P08133-2				506999
P08134;P61586	P08134;P61586				524636
P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7				4.87344e+07
