Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_mag_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_C3_82874751.mzML
P04899;P04899-4;P08754;P63096	P04899;P08754;P09471;P63096;P04899-2;P04899-3;P04899-4;P04899-5;P04899-6;P09471-2;P63096-2				2.03598e+06
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q71UI9-2;Q71UI9-5;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q71UI9-2;Q71UI9-5;Q9BTM1-2				2.19243e+06
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-3;P05023-4				982093
P05026;P05026-2	P05026;P05026-2				946222
P05060	P05060				6.99844e+08
P05067;P05067-11;P05067-8	P05067;P05067-4;P05067-10;P05067-11;P05067-3;P05067-5;P05067-6;P05067-7;P05067-8;P05067-9				1.65137e+09
P05090	P05090				4.60357e+09
P05107	P05107				805108
P05109	P05109				585221
P05121	P05121				757452
P05154	P05154				1.42383e+07
P05155;P05155-3	P05155;P05155-2;P05155-3				1.26381e+09
P05156	P05156				2.93504e+07
P05160	P05160				3.44878e+06
P05362	P05362				2.63643e+06
P05408;P05408-2	P05408;P05408-2				5.61671e+08
P05413	P05413				1.38768e+07
P05452	P05452				1.82744e+08
P05543	P05543				8.5103e+07
P05546	P05546				1.67406e+08
P05556;P05556-2;P05556-3;P05556-4;P05556-5	P05556;P05556-2;P05556-5;P05556-3;P05556-4				1.51213e+06
P05937	P05937;P05937-2				6.72167e+06
P05997	P05997				3.03852e+06
P06276	P06276				4.46627e+06
P06280	P06280				874691
P06307	P06307				1.212e+07
P06310	P06310				2.89316e+08
P06312	P06312				4.9826e+08
P06331	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				8.95586e+07
P06396	P06396;P06396-2;P06396-3;P06396-4				1.36736e+09
P06396-2	P06396-2				1.60437e+07
P06681	P06681;P06681-2;P06681-3				6.29043e+07
P06702	P06702				1.54418e+06
P06703	P06703				8.83244e+06
P06727	P06727				5.47408e+08
P06732	P06732				3.37469e+06
P06733	P06733;P06733-2				3.03907e+07
P06744;P06744-2	P06744;P06744-2				7.96984e+06
P06753;P06753-2;P06753-3;P06753-4;P06753-5;P06753-6;P67936;P67936-2	P06753;P67936;P06753-2;P06753-3;P06753-4;P06753-5;P06753-6;P06753-7;P67936-2				643516
P06865	P06865				2.81398e+07
P07093-2;P07093-3	P07093;P07093-2;P07093-3				9.40734e+06
P07108;P07108-2;P07108-3;P07108-4;P07108-5	P07108;P07108-2;P07108-3;P07108-4;P07108-5;P07108-6				2.55815e+07
P07195	P00338;P07195;P07864;Q6ZMR3;P00338-3;P00338-2;P00338-4;P00338-5				3.947e+07
P07196	P07196				252156
P07197;P07197-2	P07197;P07197-2				602768
P07225	P07225				1.22248e+08
P07237	P07237				1.36082e+07
