Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D10_190224386.mzML
P02763	P02763				3.88923e+09
P02765	P02765				9.63641e+08
P02766	P02766				7.87709e+09
P02768	P02768				3.51425e+10
P02774;P02774-3	P02774;P02774-2;P02774-3				1.17231e+09
P02786	P02786				4.01184e+06
P02787	P02787				1.09098e+10
P02788;P02788-2	P02788;P02788-2				6.67692e+06
P02790	P02790				5.5913e+09
P02792	P02792				6.38194e+06
P02794	P02794				1.04573e+07
P03950	P03950				9.86395e+06
P03951;P03951-2	P03951;P03951-2				1.00053e+07
P03952	P03952				4.10694e+07
P04003	P04003				1.01835e+07
P04004	P04004				1.08152e+09
P04040	P04040				929747
P04062;P04062-2;P04062-4;P04062-5	P04062;P04062-2;P04062-4;P04062-5				3.72447e+06
P04066	P04066				1.5526e+07
P04070;P04070-2	P04070;P04070-2				8.14035e+06
P04075	P04075;P04075-2				6.57254e+07
P04080	P04080				5.87674e+06
P04083	P04083				36646
P04085;P04085-2	P04085;P04085-2				1.2663e+07
P04114	P04114				1.54036e+08
P04156	P04156				3.6321e+08
P04179	P04179;P04179-2;P04179-3;P04179-4				2.38199e+08
P04180	P04180				4.8799e+07
P04196	P04196				2.40792e+08
P04211	P04211;A0A075B6I9				1.04779e+08
P04216	P04216				9.73759e+08
P04217	P04217;P04217-2				6.81636e+08
P04217-2	P04217-2				4.12757e+06
P04259	P04259				3.6145e+06
P04264	P04259;P04264				5.73186e+07
P04271	P04271				7.67446e+06
P04275	P04275				9.1141e+06
P04278	P04278;P04278-2;P04278-3;P04278-4;P04278-5				7.67606e+06
P04350;P07437;P68371	P04350;P07437;P68371				1.13495e+06
P04406	P04406;P04406-2				6.48176e+07
P04439;P04439-2	P01893;P04439;P04439-2				9.1248e+06
P04629;P04629-2;P04629-3;P04629-4	P04629;P04629-2;P04629-3;P04629-4				331167
P04792	P04792				1.49692e+06
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q71UI9-2;Q71UI9-5;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q9BTM1-2	P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q8IUE6;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1;Q71UI9-2;Q71UI9-5;Q9BTM1-2				1.47361e+06
P05023;P05023-2;P05023-4	P05023;P05023-2;P05023-4				1.24349e+06
P05026;P05026-2	P05026;P05026-2				1.28971e+06
P05060	P05060				1.07279e+09
